GEOGRAPHICAL_BOROUGH_NAME,NEW_BOROUGH_GROUPING,RAM,CONSOLIDATED_NAME,CONSOLIDATED_TDS_NUM,DEVELOPMENT_NAME,TDS_NUM,ADDRESS_LINE_1,BUILDING_NUM,LOCATION,LOCATION_TYPE,OWNERGROUP,SOURCESYSID,CALL_CENTER_TYPE,PARENT,WONUM,TRADE_TYPE,CRAFT_DESCRIPTION,FAILURECODE,PROBLEMCODE,WOPRIORITY,REPORTDATE,ZZCREATEDATE,SCHEDSTART,TARGSTARTDATE,ACTSTART,ACTFINISH,STATUS,STATUSDATE,DISPOSITION_DESC,DISPOSITION_SUB_DESC,WORK_DONE_DESC,ZZSUBWORKTYPE,CAUSE,REMEDY,ZZRESCODE,LAST_LABTRANS_TRANSTYPE,TOTAL_REPAIRS_DONE,REPAIRS_DONE_LIST,VANDALISM_CODE,ZZCOURTORDER,ZZRRPWORKREQUIRED,ZZRRPWORKAMOUNT,DESCRIPTION,Days to Complete Or Still Open,TDS,BUILDING,STAIRHALL,ROOM
Manhattan,Manhattan,MOLINA,Washington,62,WASHINGTON,62,1875 3RD AVENUE,13,062.13,BUILDING,DEV062,MAXIMO,Non-CCC,69322472,69485017,MAINTENANCE,Maintenance,COMPACTOR,FOLLOWUP,6,2019-10-13,2019-10-13,,,2019-10-13,2019-10-14,CLOSE,2019-10-17,CLOSED,Closed,Work Done,,NORMALWEAR,REMEDY,,WORK,1.0,HOPPERDOORREPAIRED,0,0,,,Are compactor rooms clean and in good condition?,0.6603939999999999,062,13,,
Bronx,Bronx,THEODORE,Adams,118,ADAMS,118,710 TINTON AVENUE,05,118.05,BUILDING,DEV118,MAXIMO,Non-CCC,72880536,72880536,SKILLED TRADES,Vendor,EXTERIORCOMPACTOR,COMPACTORLEAKING,3,2020-03-09,2020-03-09,,,2020-03-25,2020-03-25,CLOSE,2020-05-27,CLOSED,Closed,Work Done,,NORMALWEAR,REMEDY,,WORK,1.0,COMPACTORREPLACED,0,0,N,,Generic Vendor Work Plan,15.974479,118,05,,
Manhattan,Mixed Finance,DINGLE,Amsterdam,22,HARBORVIEW TERRACE,262,520 WEST 56TH STREET,,262,DEVELOPMENT,DEV022,MAXIMO,Non-CCC,66033957,66033957,SKILLED TRADES,Vendor,EXTERIORCOMPACTOR,EXTCOMPACTOROOO,3,2019-03-27,2019-03-27,,,2019-05-07,2019-05-07,CLOSE,2019-05-07,CLOSED,Completed on Arrival,Work Not Done,,,,,COMPLETEONARRIVAL,,,0,0,N,,Generic Vendor Work Plan,41.247222,262,,,
Queens,Queens-Staten Island,CORIOLAN,Astoria,26,ASTORIA,26,3-04 27TH AVENUE,07,026.07,BUILDING,DEV026,MAXIMO,Non-CCC,66900962,66900962,SKILLED TRADES,Vendor,EXTERIORCOMPACTOR,RAMDAMAGED,3,2019-05-21,2019-05-21,,,2019-05-30,2019-05-30,CLOSE,2019-05-30,CLOSED,Closed,Work Done,,NORMALWEAR,REMEDY,,WORK,1.0,COMPACTORREPLACED,0,0,N,,Generic Vendor Work Plan,8.765556,026,07,,
Brooklyn,Mixed Finance,DINGLE,Bushwick,86,BUSHWICK,86,140 MOORE STREET,07,086.07,BUILDING,DEV086,MAXIMO,Non-CCC,67968807,68001724,SKILLED TRADES,Supv of Caretakers,COMPACTOR,NEEDSCLEANING,3,2019-07-31,2019-07-31,,,2019-08-07,2019-08-07,CLOSE,2019-08-07,CLOSED,Closed,Work Done,,ACCIDENTALDAMAGE,REMEDY,,WORK,1.0,MACHINECLEANED,0,0,,,Are interior compactors in good working order?,6.869560000000001,086,07,,
Bronx,Bronx,TOLOZANO,Webster,141,WEBSTER,141,1230 WEBSTER AVENUE,05,141.05,BUILDING,DEV141,MAXIMO,Non-CCC,73872172,74135757,SKILLED TRADES,Supv of Caretakers,COMPACTOR,NEEDSCLEANING,3,2020-06-19,2020-06-19,,,,,APPR,2020-06-19,OPEN,Approved,Open,,,,,,,,0,0,,,Are interior compactors in good working order? COMPACTOR OOO,16.636898000000002,141,05,,
Queens,Queens-Staten Island,CORIOLAN,Astoria,26,ASTORIA,26,2-10 27TH AVENUE,08,026.08,BUILDING,TSDWASTE,MAXIMO,Non-CCC,74081953,74081953,MAINTENANCE,Maintenance,EXTERIORCOMPACTOR,RAMDAMAGED,3,2020-06-18,2020-06-18,,,2020-06-26,2020-06-26,CLOSE,2020-06-27,CLOSED,Closed,Work Done,,NORMALWEAR,REMEDY,,WORK,1.0,CAPREPAIRED,0,0,,,exterior #2,7.970544,026,08,,
Brooklyn,Mixed Finance,HIPPS,Marlboro,83,MARLBORO,83,105 AVENUE X,27,083.27,BUILDING,TSDWASTE,MAXIMO,Non-CCC,74166609,74166609,MAINTENANCE,Maintenance,COMPACTOR,COMPACTOROOO,3,2020-06-22,2020-06-22,,,2020-06-30,2020-06-30,CLOSE,2020-07-01,CLOSED,Closed,Work Done,,NORMALWEAR,REMEDY,,WORK,1.0,ELECTRICITYRESTORED,0,0,,,COMPACTOR - MAINT,7.897685000000001,083,27,,
Manhattan,Mixed Finance,WALTON,Wise Towers,127,WSUR (SITE B) 74 WEST 92ND STREET,173,74 WEST 92ND STREET,05,173.05,BUILDING,DEV127,MAXIMO,Non-CCC,72560040,72560040,MAINTENANCE,Maintenance,COMPACTOR,COMPACTOROOO,3,2020-02-17,2020-02-17,,,2020-03-11,2020-03-11,CLOSE,2020-03-11,CLOSED,Previously Corrected,Work Not Done,,,,,PREV CORRECTED,,,0,0,,,COMPACTOR - MAINT,22.902072,173,05,,
Manhattan,Manhattan,MOLINA,Washington,62,WASHINGTON,62,1809 3RD AVENUE,07,062.07,BUILDING,DEV062,MAXIMO,Non-CCC,72747824,72868946,SKILLED TRADES,Supv of Caretakers,COMPACTOR,NEEDSCLEANING,3,2020-03-07,2020-03-07,,,2020-03-09,2020-03-09,CLOSE,2020-03-09,CLOSED,Unsafe Condition,Work Not Done,,,,,UNSAFECOND,,,0,0,,,Are interior compactors in good working order?,1.7455900000000002,062,07,,
Manhattan,Manhattan,ALLEN,Baruch,60,BARUCH,60,72 BARUCH DRIVE,07,060.07,BUILDING,TSDWASTE,MAXIMO,Non-CCC,65124708,65124708,MAINTENANCE,Maintenance,EXTERIORCOMPACTOR,SAFETYDEVICESOOO,3,2019-01-13,2019-01-13,,,2019-01-18,2019-01-18,CLOSE,2019-01-19,CLOSED,Condition not Founded,Work Not Done,,,,,UNFOUNDED,,,0,0,,,interior compactor last bag clip,4.98765,060,07,,
Manhattan,Mixed Finance,DINGLE,Amsterdam,22,HARBORVIEW TERRACE,262,520 WEST 56TH STREET,,262,DEVELOPMENT,DEV022,MAXIMO,Non-CCC,73337309,73337309,MAINTENANCE,Maintenance,EXTERIORCOMPACTOR,DOORNOTSECURED,3,2020-04-03,2020-04-03,,,2020-04-03,2020-04-03,CLOSE,2020-04-03,CLOSED,No Work Done with Sequence,Work Not Done,,,,,NOWORKDONEWITHSEQ,,,0,0,,,Exterior compactor Needs the gap under door welded and needs a hook to secure door while open/dumpin,0.078148,262,,,
Manhattan,Manhattan,MOLINA,Taft,97,TAFT,97,1345 5TH AVENUE,02,097.02,BUILDING,DEV097,MAXIMO,Non-CCC,71908079,71925354,MAINTENANCE,Maintenance,COMPACTOR,FOLLOWUP,6,2020-01-02,2020-01-02,2020-01-06,2020-01-06,2020-01-09,2020-01-09,CLOSE,2020-01-10,CLOSED,Condition not Founded,Work Not Done,,,,,UNFOUNDED,,,0,0,,,Are compactor rooms clean and in good condition?,6.972627,097,02,,
Manhattan,NGO1,TURNER,East River,9,EAST RIVER,9,425GAR EAST 102ND STREET,11,009.11,BUILDING,TSDWASTE,MAXIMO,Non-CCC,65414163,65414163,MAINTENANCE,Maintenance,EXTERIORCOMPACTOR,RAMNOTPUSHING,3,2019-02-03,2019-02-03,,,2019-02-05,2019-02-05,CLOSE,2019-02-06,CLOSED,Closed,Work Done,,NORMALWEAR,REMEDY,,WORK,1.0,COMPACTORREPAIRED,0,0,,,E-Z PAC #2 RAM IS STALLING,2.265359,009,11,,
Bronx,Bronx,BETHEA,Bronx River,32,BRONX RIVER,32,1595 EAST 174TH STREET,08,032.08,BUILDING,ESD,MAXIMO,Non-CCC,71815720,71815720,MAINTENANCE,Maintenance,COMPACTOR,COMPACTOROOO,3,2019-12-31,2019-12-31,,,2019-12-31,2019-12-31,CLOSE,2019-12-31,CLOSED,Closed,Work Done,,FINISHWORK,REMEDY,,WORK,1.0,CONCRETEPOURED,0,0,,,MWK BOUSIQUT REPORTS SEARCH NEGATIVE PO VERDE-SOTO # 18778 PSA # 8,0.035752,032,08,,
Brooklyn,NGO1,KORBUL,Howard,72,HOWARD,72,280 MOTHER GASTON BOULEVARD,09,072.09,BUILDING,DEV072,MOBILE,Non-CCC,74269602,74376303,SKILLED TRADES,Vendor,COMPACTOR,NEEDSCLEANING,3,2020-06-30,2020-06-30,,,,,WTSCH,2020-06-30,OPEN,Waiting on Scheduling,Open,,,,,,,,0,0,,,stoppage,5.474236,072,09,,
Bronx,Bronx,TOLOZANO,Pelham Parkway,39,PELHAM PARKWAY,39,925 WARING AVENUE,05,039.05,BUILDING,TSDWASTE,MAXIMO,Non-CCC,65755922,65755922,MAINTENANCE,Maintenance,EXTERIORCOMPACTOR,KEYSWITCHOOO,3,2019-03-01,2019-03-01,,,2019-03-05,2019-03-05,CLOSE,2019-03-06,CLOSED,Closed,Work Done,,NORMALWEAR,REMEDY,,WORK,1.0,COMPACTORREPAIRED,0,0,,,EXTERIOR COMPACTOR - MAINT,3.995162,039,05,,
Bronx,Bronx,TOLOZANO,Pelham Parkway,39,PELHAM PARKWAY,39,2460 BRONXWOOD AVENUE,03,039.03,BUILDING,TSDWASTE,MAXIMO,Non-CCC,68500260,68500260,MAINTENANCE,Maintenance,EXTERIORCOMPACTOR,FITTINGOILLEAK,3,2019-08-27,2019-08-27,,,2019-08-28,2019-08-28,CLOSE,2019-08-29,CLOSED,Closed,Work Done,,NORMALWEAR,REMEDY,,WORK,1.0,COMPACTORREPAIRED,0,0,,,connections need to be switched. New Container.,0.930694,039,03,,
Queens,Queens-Staten Island,DREW,Baisley Park,91,CONLON LIHFE TOWERS,232,92-33 170TH STREET,01,232.01,BUILDING,DEV091,MAXIMO,Non-CCC,68012145,68023770,SKILLED TRADES,Supv of Caretakers,COMPACTOR,NEEDSCLEANING,3,2019-08-01,2019-08-01,,,2019-08-05,2019-08-05,CLOSE,2019-08-07,CLOSED,Closed,Work Done,,NORMALWEAR,REMEDY,,WORK,1.0,MACHINECLEANED,0,0,,,Are interior compactors in good working order?,4.090914,232,01,,
Manhattan,Manhattan,GADSON,Jackie Robinson,241,ROBINSON,241,111 EAST 128TH STREET,01,241.01,BUILDING,TSDWASTE,MAXIMO,Non-CCC,72748615,72965115,MAINTENANCE,Maintenance,COMPACTOR,EMRGSTOPSWITCHOOO,3,2020-03-15,2020-03-15,,,2020-03-23,2020-03-23,CLOSE,2020-03-23,CLOSED,Closed,Work Done,,NORMALWEAR,REMEDY,,WORK,4.0,REFLECTORCLEANED;ELECPHOTOCELLREPAIRED;ELECTRICITYRESTORED;EMERSTOPSWITCHREPLACED,0,0,,,Are interior compactors in good working order? STOP BUTTON ISSUE (111 E. 128TH ST),8.132522999999999,241,01,,
Manhattan,Manhattan,MOLINA,Washington,62,WASHINGTON,62,1905 2ND AVENUE,04,062.04,BUILDING,DEV062,MAXIMO,Non-CCC,72747824,72868759,SKILLED TRADES,Supv of Caretakers,COMPACTOR,NEEDSCLEANING,3,2020-03-07,2020-03-07,,,2020-03-12,2020-03-12,CLOSE,2020-03-12,CLOSED,Closed,Work Done,,NORMALWEAR,REMEDY,,WORK,1.0,MACHINECLEANED,0,0,,,Are interior compactors in good working order?,4.82037,062,04,,
Manhattan,Manhattan,ALLEN,Wald,23,WALD,23,930 EAST 4TH WALK,08,023.08,BUILDING,TSDWASTE,MAXIMO,Non-CCC,64984700,64984700,MAINTENANCE,Maintenance,EXTERIORCOMPACTOR,RAMNOTMOVING,3,2019-01-03,2019-01-03,,,2019-01-12,2019-01-12,CLOSE,2019-01-15,CLOSED,Closed,Work Done,GROUNDS,NORMALWEAR,REMEDY,,WORK,1.0,CAPREPAIRED,0,0,,,EXTERIOR COMPACTOR - MAINT,9.15522,023,08,,
Manhattan,Manhattan,ALLEN,Wald,23,WALD,23,930 EAST 4TH WALK,08,023.08,BUILDING,TSDWASTE,MAXIMO,Non-CCC,65483348,65483348,MAINTENANCE,Maintenance,EXTERIORCOMPACTOR,MACHOILLEAK,3,2019-02-07,2019-02-07,,,2019-02-09,2019-02-09,CLOSE,2019-02-11,CLOSED,Closed,Work Done,GROUNDS,NORMALWEAR,REMEDY,,WORK,1.0,CAPREPAIRED,0,0,,,EXTERIOR COMPACTOR - MAINT,2.067882,023,08,,
Manhattan,Manhattan,SUGGS,Clinton,123,CLINTON,123,1505 PARK AVENUE,01,123.01,BUILDING,DEV123,MAXIMO,Non-CCC,68018626,68293264,MAINTENANCE,Maintenance,COMPACTOR,FOLLOWUP,6,2019-08-17,2019-08-17,,,2019-08-17,2019-08-17,CLOSE,2019-08-17,CLOSED,Closed,Work Done,,NORMALWEAR,REMEDY,,WORK,1.0,REFLECTORREPAIRED,0,0,,,Are compactor rooms clean and in good condition?,0.002708,123,01,,
Bronx,NGO1,MCMILLAN,Mill Brook,84,MILL BROOK,84,620 EAST 137TH STREET,08,084.08,BUILDING,DEV084,MAXIMO,Non-CCC,67965327,68007039,SKILLED TRADES,Supv of Caretakers,COMPACTOR,NEEDSCLEANING,3,2019-07-31,2019-07-31,,,2019-08-07,2019-08-07,CLOSE,2019-08-14,CLOSED,Closed,Work Done,,NORMALWEAR,REMEDY,,WORK,1.0,STOPPAGECLEARED,0,0,,,Are interior compactors in good working order?COMPACTOR IS SHUT DOWN DUE TO MACHINE LEAKING OIL,6.9101740000000005,084,08,,
Manhattan,Manhattan,MOLINA,Washington,62,WASHINGTON,62,1809 3RD AVENUE,07,062.07,BUILDING,DEV062,MAXIMO,Non-CCC,72341492,72574321,SKILLED TRADES,Supv of Caretakers,COMPACTOR,NEEDSCLEANING,3,2020-02-18,2020-02-18,,,2020-02-18,2020-02-18,CLOSE,2020-02-19,CLOSED,Unsafe Condition,Work Not Done,,,,,UNSAFECOND,,,0,0,,,Are interior compactors in good working order?,0.004640999999999999,062,07,,
Manhattan,Manhattan,GADSON,King Towers,30,KING TOWERS,30,1370 5TH AVENUE,06,030.06,BUILDING,DEV030,MAXIMO,Non-CCC,68017651,68025454,SKILLED TRADES,Supv of Caretakers,COMPACTOR,NEEDSCLEANING,3,2019-08-01,2019-08-01,,,,,CLOSE,2019-08-01,CLOSED,Resolved Through Triage,Work Not Done,,,,RESLVDTHRUTRIAGE,,,,0,0,,,Are interior compactors in good working order?,0.066586,030,06,,
Manhattan,Manhattan,SUGGS,Fort Washington Ave Rehab,309,FORT WASHINGTON AVENUE REHAB,309,99 FORT WASHINGTON AVENUE,,309,DEVELOPMENT,DEV309,MOBILE,Non-CCC,66877521,66877521,SKILLED TRADES,Vendor,COMPACTOR,COMPACTOROOO,3,2019-05-20,2019-05-20,,,2019-06-20,2019-06-20,CLOSE,2019-06-22,CLOSED,Closed,Work Done,,NORMALWEAR,REMEDY,,WORK,1.0,HYDROLICCYLINDERREPLACED,0,0,N,,compactor out,31.212396000000002,309,,,
Brooklyn,Mixed Finance,DINGLE,Bushwick,86,BUSHWICK,86,849 FLUSHING AVENUE,03,086.03,BUILDING,DEV086,MAXIMO,Non-CCC,68593798,68696824,MAINTENANCE,Maintenance,COMPACTOR,FOLLOWUP,6,2019-09-04,2019-09-04,,,2019-09-04,2019-09-04,CLOSE,2019-09-06,CLOSED,No Work Done with Sequence,Work Not Done,,,,,NOWORKDONEWITHSEQ,,,0,0,,,Are compactor rooms clean and in good condition?,0.040822000000000004,086,03,,
Manhattan,Manhattan,ALLEN,Baruch,60,BARUCH,60,64 BARUCH DRIVE,05,060.05,BUILDING,DEV060,MAXIMO,Non-CCC,65870246,65870246,SKILLED TRADES,Vendor,EXTERIORCOMPACTOR,DOORNOTSECURED,3,2019-03-13,2019-03-13,,,2019-03-20,2019-03-20,CLOSE,2019-03-29,CLOSED,Closed,Work Done,,FINISHWORK,REMEDY,,WORK,2.0,DOORREPAIRED;DOORWELDED,0,0,N,,EZ pack # 4,7.071597,060,05,,
Manhattan,Manhattan,SUGGS,Clinton,123,CLINTON,123,1505 PARK AVENUE,01,123.01,BUILDING,DEV123,MAXIMO,Non-CCC,71383080,71782388,SKILLED TRADES,Supv of Caretakers,COMPACTOR,NEEDSCLEANING,3,2019-12-30,2019-12-30,,,2020-01-07,2020-01-07,CLOSE,2020-01-09,CLOSED,Closed,Work Done,,NORMALWEAR,REMEDY,,WORK,2.0,STOPPAGECLEARED;MACHINECLEANED,0,0,,,Are interior compactors in good working order?,7.775521,123,01,,
Queens,Queens-Staten Island,DREW,Baisley Park,91,BAISLEY PARK,91,116-30 GUY BREWER BOULEVARD,05,091.05,BUILDING,TSDWASTE,MAXIMO,Non-CCC,72086969,72086969,MAINTENANCE,Maintenance,COMPACTOR,COMPACTOROOO,3,2020-01-15,2020-01-15,,,2020-01-15,2020-01-15,CLOSE,2020-01-15,CLOSED,Closed,Work Done,,NORMALWEAR,REMEDY,,WORK,1.0,ELECTRICITYRESTORED,0,0,,,COMPACTOR - MAINT,0.247454,091,05,,
Bronx,NGO1,MCMILLAN,Mitchel,145,MITCHEL,145,205 ALEXANDER AVENUE,04,145.04,BUILDING,TSDWASTE,MAXIMO,Non-CCC,69765245,69765245,MAINTENANCE,Maintenance,COMPACTOR,RAMLIMITSWITCHOOO,3,2019-10-30,2019-10-30,,,2019-10-31,2019-10-31,CLOSE,2019-11-01,CLOSED,Closed,Work Done,,NORMALWEAR,REMEDY,,WORK,1.0,ELECTRICITYRESTORED,0,0,,,COMPACTOR - MAINT,0.953125,145,04,,
Bronx,NGO1,MCMILLAN,Mitchel,145,MITCHEL,145,303 EAST 135TH STREET,,145,DEVELOPMENT,TSDWASTE,MAXIMO,Non-CCC,69780571,69780571,MAINTENANCE,Maintenance,EXTERIORCOMPACTOR,RAMNOTMOVING,3,2019-10-30,2019-10-30,,,2019-10-31,2019-10-31,CLOSE,2019-11-01,CLOSED,Closed,Work Done,,NORMALWEAR,REMEDY,,WORK,1.0,CAPREPAIRED,0,0,,,EXTERIOR COMPACTOR - MAINT,0.738113,145,,,
Manhattan,Manhattan,ALLEN,Baruch,60,BARUCH,60,64 BARUCH DRIVE,05,060.05,BUILDING,TSDWASTE,MAXIMO,Non-CCC,65557989,65557989,MAINTENANCE,Maintenance,EXTERIORCOMPACTOR,HOSEOILLEAK,3,2019-02-13,2019-02-13,,,2019-02-15,2019-02-15,CLOSE,2019-02-16,CLOSED,Condition not Founded,Work Not Done,,,,,UNFOUNDED,,,0,0,,,hydraulic hose leak interior compactor,1.954549,060,05,,
Brooklyn,Brooklyn,MIDDLETON,Pink,89,PINK,89,1239 STANLEY AVENUE,22,089.22,BUILDING,TSDWASTE,MAXIMO,Non-CCC,66692787,66716207,SKILLED TRADES,Welder,EXTERIORCOMPACTOR,EXTCOMPACTOROOO,3,2019-05-06,2019-05-06,,,2019-05-07,2019-05-07,CLOSE,2019-05-07,CLOSED,Closed,Work Done,GROUNDS,NORMALWEAR,REMEDY,,WORK,2.0,ROLLERREPLACED;COMPACTORREPAIRED,0,0,,,EXT #1 ROLLERS OOO,1.050694,089,22,,
Manhattan,Manhattan,MOLINA,Washington,62,WASHINGTON,62,1761 3RD AVENUE,01,062.01,BUILDING,DEV062,MAXIMO,Non-CCC,72747824,72868700,MAINTENANCE,Maintenance,COMPACTOR,FOLLOWUP,6,2020-03-07,2020-03-07,,,2020-03-07,2020-03-07,CLOSE,2020-03-31,CLOSED,Closed,Work Done,,NORMALWEAR,REMEDY,,WORK,1.0,STOPPAGECLEARED,0,0,,,Are compactor rooms clean and in good condition? Compactor drain clogged,0.044028,062,01,,
Bronx,NGO1,MCMILLAN,Melrose,28,MELROSE,28,346 EAST 156TH STREET,02,028.02,BUILDING,DEV028,MAXIMO,Non-CCC,68010323,68053476,SKILLED TRADES,Supv of Caretakers,COMPACTOR,NEEDSCLEANING,3,2019-08-04,2019-08-04,,,2019-08-05,2019-08-05,CLOSE,2019-08-05,CLOSED,Closed,Work Done,,NORMALWEAR,REMEDY,,WORK,1.0,MACHINECLEANED,0,0,,,Are interior compactors in good working order? compactor out of order,1.102049,028,02,,
Manhattan,Mixed Finance,DINGLE,Manhattanville,81,MANHATTANVILLE,81,3250 BROADWAY,02,081.02,BUILDING,DEV081,MAXIMO,Non-CCC,68018328,68034113,MAINTENANCE,Maintenance,COMPACTOR,FOLLOWUP,6,2019-08-02,2019-08-02,2019-08-02,2019-08-02,2019-08-08,2019-08-08,CLOSE,2019-08-08,CLOSED,Closed,Work Done,,NORMALWEAR,REMEDY,,WORK,1.0,MACHINECLEANED,0,0,,,Are compactor rooms clean and in good condition?,6.050093,081,02,,
Bronx,Bronx,TOLOZANO,Sotomayor,67,SOTOMAYOR,67,1815 BRUCKNER BOULEVARD,27,067.27,BUILDING,ESD,MAXIMO,Non-CCC,69495317,69495317,MAINTENANCE,Maintenance,EXTERIORCOMPACTOR,LIGHTSOOO,3,2019-10-15,2019-10-15,,,2019-10-15,2019-10-15,CLOSE,2019-10-15,CLOSED,Condition not Founded,Work Not Done,,,,,UNFOUNDED,,,0,0,,,COMP SERACH NEAGTIVE/ PO DEONARINE # 24885,0.085799,067,27,,
Manhattan,Mixed Finance,DINGLE,Manhattanville,81,MANHATTANVILLE,81,3250 BROADWAY,02,081.02,BUILDING,DEV081,MAXIMO,Non-CCC,69972382,69995874,MAINTENANCE,Maintenance,COMPACTOR,FOLLOWUP,6,2019-11-02,2019-11-02,,,2019-11-05,2019-11-05,CLOSE,2019-11-05,CLOSED,Closed,Work Done,,NORMALWEAR,REMEDY,,WORK,1.0,MACHINECLEANED,0,0,,,Are compactor rooms clean and in good condition?,2.679433,081,02,,
Brooklyn,Mixed Finance,DINGLE,Bushwick,86,BUSHWICK,86,811 FLUSHING AVENUE,01,086.01,BUILDING,DEV086,MAXIMO,Non-CCC,67968807,68001730,SKILLED TRADES,Supv of Caretakers,COMPACTOR,NEEDSCLEANING,3,2019-07-31,2019-07-31,,,2019-08-05,2019-08-05,CLOSE,2019-08-06,CLOSED,Closed,Work Done,,NORMALWEAR,REMEDY,,WORK,1.0,MACHINECLEANED,0,0,,,Are interior compactors in good working order?,5.095243,086,01,,
Manhattan,Mixed Finance,DINGLE,Manhattanville,81,MANHATTANVILLE,81,3250 BROADWAY,02,081.02,BUILDING,DEV081,MAXIMO,Non-CCC,69323263,69397205,MAINTENANCE,Maintenance,COMPACTOR,FOLLOWUP,6,2019-10-06,2019-10-06,2019-10-07,2019-10-07,2019-10-07,2019-10-07,CLOSE,2019-10-07,CLOSED,Closed,Work Done,,NORMALWEAR,REMEDY,,WORK,1.0,MACHINECLEANED,0,0,,,Are compactor rooms clean and in good condition?,0.9732870000000001,081,02,,
Manhattan,Manhattan,MOLINA,Isaacs,139,ISAACS,139,419 EAST 93RD STREET,01,139.01,BUILDING,DEV139,MOBILE,Non-CCC,67921130,67921130,MAINTENANCE,Maintenance,EXTERIORCOMPACTOR,SAFETYDEVICESOOO,3,2019-07-28,2019-07-28,,,2019-07-28,2019-07-28,CLOSE,2019-07-28,CLOSED,Closed,Work Done,BUILDING,NORMALWEAR,REMEDY,,WORK,1.0,KEYSWITCHREPAIRED,0,0,,,compactor switch,0.028623000000000003,139,01,,
Brooklyn,Brooklyn,MAYNARD,Cooper Park,69,COOPER PARK,69,50 DEBEVOISE AVENUE,10,069.10,BUILDING,DEV069,MAXIMO,Non-CCC,73879520,73892136,SKILLED TRADES,Supv of Caretakers,COMPACTOR,NEEDSCLEANING,3,2020-06-01,2020-06-01,,,2020-06-02,2020-06-02,CLOSE,2020-06-02,CLOSED,Closed,Work Done,,NORMALWEAR,REMEDY,,WORK,1.0,MACHINECLEANED,0,0,,,Are interior compactors in good working order?,1.051806,069,10,,
Manhattan,Manhattan,GADSON,Jackie Robinson,241,"PARK AVENUE-EAST 122ND, 123RD STREETS",204,120 EAST 123RD STREET,01,204.01,BUILDING,DEV241,MAXIMO,Non-CCC,68596491,68601933,SKILLED TRADES,Supv of Caretakers,COMPACTOR,NEEDSCLEANING,3,2019-09-02,2019-09-02,,,2019-09-02,2019-09-02,CLOSE,2019-09-02,CLOSED,Closed,Work Done,,FINISHWORK,REMEDY,,WORK,1.0,MACHINEUNJAMMED,0,0,,,Are interior compactors in good working order? VENDOR CONTACTED,0.018090000000000002,204,01,,
Manhattan,Mixed Finance,DINGLE,Amsterdam,22,AMSTERDAM,22,216 WEST 62ND STREET,04,022.04,BUILDING,DEV022,MAXIMO,Non-CCC,67971399,68005519,MAINTENANCE,Maintenance,COMPACTOR,FOLLOWUP,6,2019-07-31,2019-07-31,,,2019-08-29,2019-08-29,CLOSE,2019-09-02,CLOSED,Condition not Founded,Work Not Done,,,,,UNFOUNDED,,,0,0,,,Are compactor rooms clean and in good condition? compactor room dirty,28.83103,022,04,,
Manhattan,Mixed Finance,DINGLE,Manhattanville,81,MANHATTANVILLE,81,1470 AMSTERDAM AVENUE,05,081.05,BUILDING,DEV081,MAXIMO,Non-CCC,69972382,70192430,MAINTENANCE,Maintenance,COMPACTOR,FOLLOWUP,6,2019-11-16,2019-11-16,,,2019-11-20,2019-11-20,CLOSE,2019-11-20,CLOSED,Closed,Work Done,,NORMALWEAR,REMEDY,,WORK,1.0,MACHINECLEANED,0,0,,,Are compactor rooms clean and in good condition?,3.825046,081,05,,
Bronx,NGO1,MCMILLAN,Mott Haven,121,MOTT HAVEN,121,350 EAST 143RD STREET,05,121.05,BUILDING,DEV121,MAXIMO,Non-CCC,73914615,73914615,MAINTENANCE,Maintenance,COMPACTOR,PHOTOCELLOOO,3,2020-06-03,2020-06-03,,,,,WTSCH,2020-06-03,OPEN,Waiting on Scheduling,Open,,,,,,,,0,0,,,the compactor eye has melted from fire runs then shuts off when hot,32.444502,121,05,,
Queens,Queens-Staten Island,CORIOLAN,Astoria,26,ASTORIA,26,4-21 ASTORIA BOULEVARD,01,026.01,BUILDING,DEV026,MAXIMO,Non-CCC,74364836,74364836,SKILLED TRADES,Vendor,EXTERIORCOMPACTOR,EXTCOMPACTOROOO,3,2020-06-30,2020-06-30,,,,,APPR,2020-06-30,OPEN,Approved,Open,,,,,,,,0,0,,,Generic Vendor Work Plan,5.531875,026,01,,
Bronx,Bronx,BETHEA,Morrisania Air Rights,267,JACKSON,120,765 COURTLANDT AVENUE,04,120.04,BUILDING,TSDWASTE,MAXIMO,Non-CCC,69719708,69719708,MAINTENANCE,Maintenance,COMPACTOR,RAMLIMITSWITCHOOO,3,2019-10-29,2019-10-29,,,2019-11-01,2019-11-01,CLOSE,2019-11-02,CLOSED,Closed,Work Done,,NORMALWEAR,REMEDY,,WORK,2.0,REARLIMITSWITCHREPAIRED;DOORSAFETYSWITCHREPAIRED,0,0,,,COMPACTOR - MAINT,2.871111,120,04,,
Brooklyn,Brooklyn,MIDDLETON,Pink,89,PINK,89,2726 LINDEN BOULEVARD,06,089.06,BUILDING,TSDWASTE,MAXIMO,Non-CCC,68341225,68341225,MAINTENANCE,Maintenance,COMPACTOR,COMPACTOROOO,3,2019-08-20,2019-08-20,,,2019-08-26,2019-08-26,CLOSE,2019-08-27,CLOSED,Closed,Work Done,BUILDING,NORMALWEAR,REMEDY,,WORK,1.0,BRICKSPOINTED,0,0,,,COMPACTOR - MAINT,6.045891,089,06,,
