1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20,21,22,23,24,25,26,27,28,29,30,31,32,33,34,35,36,37,38,39,40,41,42,43,44,45,46,47,48,49,50,51,,26%,19%,7%,7%,32%,1%,8%,21.05,18.02,26.67,6.19,4.32,5.65,13.33,,,,,,,
DEVELOPMENT,DATA AS OF,HUD AMP#,TDS#,CONSOLIDATED TDS#,DEVELOPMENT EDP#,OPERATING EDP#,HUD #,PROGRAM,METHOD,TYPE,NUMBER OF SECTION 8 TRANSITION APARTMENTS,NUMBER OF CURRENT APARTMENTS,TOTAL NUMBER OF APARTMENTS,NUMBER OF RENTAL ROOMS,AVG NO R/R PER APARTMENT,POPULATION SECTION 8 TRANSITION,POPULATION PUBLIC HOUSING,TOTAL POPULATION,TOTAL # OF FIXED INCOME HOUSEHOLD,PERCENT FIXED INCOME HOUSEHOLDS,NUMBER OF RESIDENTIAL BLDGS,NUMBER OF NON-RESIDENTIAL BLDGS,NUMBER OF STAIRHALLS,NUMBER OF STORIES,TOTAL AREA SQ FT,ACRES,NET DEV AREA SQ FT,EXCLUDING PARK ACRES,BLDG COVERAGE SQ FT,CUBAGE CU FT,BLDG COVERAGE %,DENSITY,DEVELOPMENT COST,PER RENTAL ROOM,AVG MONTHLY GROSS RENT,LOCATION STREET A,LOCATION STREET B,LOCATION STREET C,LOCATION STREET D,BOROUGH,COMMUNITY DISTIRCT,US CONGRESSIONAL DISTRICT,NY STATE SENATE DISTRICT,NY STATE ASSEMBLY DISTRICT,NY CITY COUNCIL DISTRICT,COMPLETION DATE,FEDERALIZED DEVELOPMENT,SENIOR DEVELOPMENT,ELECTRICITY PAID BY RESIDENTS,PRIVATE MANAGEMENT,Total,Trash (tons/day),MGP (tons/day),Cardboard (tons/day),Paper (tons/day),Organics (tons/day),E-Waste (tons/day),Textiles (tons/day),Trash (CY/day),MGP (CY/day),Cardboard (CY/day),Paper  (CY/day),Organics (CY/day),E-Waste (CY/day),Textiles (CY/day),Trash (Gallons),MGP (Gallons),Cardboard (Gallons),Paper(Gallons),Organics (Gallons),E-Waste (Gallons),Textiles (Gallons)
KING TOWERS,1/1/19,NY005010300,30,30,518,518,NY005213J,FEDERAL,CONVENTIONAL,NEW CONST,,1377,1379,6342.5,4.61,,3013,3013,511,0.375,10,0,10,13-14,599120,13.75,555560,12.75,98822,11745000,0.1649,219,19859000,3135,559,W 112TH ST,LENOX AVE,W 115TH ST,FIFTH AVE,MANHATTAN,10,13,30,68,9,11/1/54,1977/07/01-ATP 1,,,,3.4425,0.89505,0.1700595,0.011904165,0.000833292,0.000266653,2.66653E-06,2.13323E-07,18.8408025,3.06447219,0.317484081,0.005158075,0.001151942,1.50659E-05,2.84359E-06,3805.352244,618.9437061,64.12352969,1.041796978,0.232662382,0.003042922,0.000574331
KINGSBOROUGH,1/1/19,NY005010100,10,10,205,205,NY005006,FEDERAL,CONVENTIONAL,NEW CONST,,1154,1165,4711,4.08,,2408,2408,409,0.365,16,0,35,6,695544,15.97,665526,15.28,129189,8037853,0.1857,151,5175100,1107,504,RALPH AVE,PACIFIC ST,BERGEN ST,ROCHESTER AVE,BROOKLYN,"8, 16",8,25,"55, 56",41,10/31/41,,,,,2.885,0.7501,0.142519,0.00997633,0.000698343,0.00022347,2.2347E-06,1.78776E-07,15.789605,2.56819238,0.266068721,0.004322744,0.00096539,1.2626E-05,2.38308E-06,3189.08968,518.7080878,53.73896388,0.873081854,0.194983579,0.002550132,0.000481321
KINGSBOROUGH EXTENSION,1/1/19,NY005010100,161,10,268,205,NY005071,FEDERAL,CONVENTIONAL,NEW CONST (ELD),,182,184,637,3.5,,203,203,168,0.928,1,0,1,25,63254,1.45,63254,1.45,7110,1224082,0.1124,140,2986383,4637,343,BERGEN ST,PACIFIC ST,ROCHESTER AVE,RALPH AVE,BROOKLYN,8,8,25,56,41,5/31/66,,EXCLUSIVELY,,,0.455,0.1183,0.022477,0.00157339,0.000110137,3.52439E-05,3.52439E-07,2.81951E-08,2.490215,0.40503554,0.041962311,0.00068175,0.000152254,1.99128E-06,3.75841E-07,502.9586844,81.80664816,8.475295863,0.137695752,0.03075131,0.000402187,7.59102E-05
LA GUARDIA,1/1/19,NY005010760,76,76,221,221,NY005021,FEDERAL,CONVENTIONAL,NEW CONST,,1091,1094,5097.5,4.67,,2458,2458,488,0.45,9,0,9,16,469672,10.78,415455,9.54,63621,8909852,0.1355,228,17157591,3356,585,RUTGERS ST,MADISON ST,MONTGOMERY ST,CHERRY ST,MANHATTAN,3,7,26,65,1,8/8/57,,,,,2.7275,0.70915,0.1347385,0.009431695,0.000660219,0.00021127,2.1127E-06,1.69016E-07,14.9276075,2.42798777,0.251543306,0.004086753,0.000912686,1.19368E-05,2.25298E-06,3014.988597,490.3904019,50.80520762,0.82541794,0.184338895,0.002410914,0.000455044
LA GUARDIA ADDITION,1/1/19,NY005010760,152,76,262,221,NY005061,FEDERAL,CONVENTIONAL,NEW CONST (ELD),,149,150,491.5,3.3,,193,193,142,0.953,1,0,1,16,26052,0.6,26052,0.6,5618,914382,0.2156,322,2876132,5645,297,CHERRY ST,MADISON ST,RUTGERS ST,MONTGOMERY ST,MANHATTAN,3,7,26,65,1,8/31/65,,EXCLUSIVELY,,,0.3725,0.09685,0.0184015,0.001288105,9.01674E-05,2.88536E-05,2.88536E-07,2.30828E-08,2.0386925,0.33159503,0.03435376,0.000558136,0.000124647,1.63023E-06,3.07694E-07,411.762879,66.97357459,6.938566393,0.11272894,0.025175523,0.000329263,6.21462E-05
LAFAYETTE,1/1/19,NY005001220,122,122,247,247,NY005047,FEDERAL,CONVENTIONAL,NEW CONST,,882,882,4385,4.97,,2422,2422,286,0.327,7,0,7,13-15-20,334323,7.68,304776,7,58504,8369220,0.175,315,14689766,3350,609,LAFAYETTE AVE,CLASSON AVE,DEKALB AVE,FRANKLIN AVE,BROOKLYN,3,8,25,57,35,7/31/62,,,,,2.205,0.5733,0.108927,0.00762489,0.000533742,0.000170798,1.70798E-06,1.36638E-07,12.067965,1.96286454,0.203355816,0.003303865,0.000737845,9.65006E-06,1.82138E-06,2437.415163,396.4476026,41.07258764,0.667294797,0.149025578,0.001949061,0.000367872
LATIMER GARDENS,1/1/19,NY005011860,186,186,290,290,NY005093,FEDERAL,CONVENTIONAL,NEW CONST,,423,423,1708.5,4.04,,792,792,217,0.513,4,0,4,10,167134,3.84,167134,3.84,40077,3430247,0.2398,206,9310959,5442,526,"34TH, 35TH AVES",LINDEN PL,LEAVITT ST,137TH ST,QUEENS,7,6,11,40,20,9/30/70,,,,,1.0575,0.27495,0.0522405,0.003656835,0.000255978,8.19131E-05,8.19131E-07,6.55305E-08,5.7876975,0.94137381,0.097527789,0.001584507,0.000353865,4.62809E-06,8.73521E-07,1168.964415,190.1330339,19.69807775,0.320029137,0.071471451,0.000934754,0.000176429
LAVANBURG HOMES,1/1/19,NY005003100,310,310,578,578,NY005248,FEDERAL,CONVENTIONAL,REHAB,,95,104,391.5,4.12,,,,,,1,,6,6,23032,0.53,23032,0.53,12882,937200,0.5593,,5742000,12903,,E HOUSTON ST,BARUCH PL,A NEW ST,MANGIN ST,MANHATTAN,3,7,26,74,2,9/26/84,,,,,0.2375,0.06175,0.0117325,0.000821275,5.74893E-05,1.83966E-05,1.83966E-07,1.47172E-08,1.2998375,0.21141965,0.021903404,0.000355858,7.94731E-05,1.03941E-06,1.96181E-07,262.5333792,42.70127239,4.42391817,0.071874156,0.016051508,0.000209933,3.96234E-05
LEAVITT STREET-34TH AVENUE,1/1/19,NY005011860,201,186,386,290,NY005191,FEDERAL,TURNKEY,NEW CONST (ELD),,83,83,272.5,3.28,,104,104,76,0.916,1,0,1,6,20013,0.46,20013,0.46,8465,571608,0.423,226,2606744,9244,309,LEAVITT ST,UNION ST,34TH AVE,34TH RD,QUEENS,7,6,11,40,20,10/31/74,,EXCLUSIVELY,,,0.2075,0.05395,0.0102505,0.000717535,5.02275E-05,1.60728E-05,1.60728E-07,1.28582E-08,1.1356475,0.18471401,0.019136658,0.000310908,6.94344E-05,9.08112E-07,1.714E-07,229.3712682,37.30742746,3.865107454,0.062795315,0.014023949,0.000183415,3.46184E-05
LEHMAN VILLAGE,1/1/19,NY005001010,101,101,238,238,NY005033,FEDERAL,CONVENTIONAL,NEW CONST,,617,622,2893.5,4.69,,1477,1477,237,0.385,4,1,5,20,177426,4.07,177426,4.07,28904,5367611,0.1629,363,11549370,3959,558,MADISON AVE,PARK AVE,E 106TH ST,E 110TH ST,MANHATTAN,11,13,30,68,8,11/30/63,,,,,1.5425,0.40105,0.0761995,0.005333965,0.000373378,0.000119481,1.19481E-06,9.55847E-08,8.4421025,1.37311499,0.142256847,0.002311207,0.000516157,6.75067E-06,1.27414E-06,1705.08521,277.333527,28.73218433,0.46680373,0.104250319,0.001363459,0.000257344
LENOX ROAD-ROCKAWAY PARKWAY,1/1/19,NY005011670,348,167,763,763,NY005292,FEDERAL,TURNKEY,REHAB,,74,74,327,4.42,,166,166,18,0.243,3,0,3,4,24000,0.55,24000,0.55,18791,943450,0.783,302,4669919,14281,627,KINGS HIGHWAY,E 98TH ST,WILIMOHR ST,E 97TH ST,BROOKLYN,17,9,20,"55, 58",41,9/1/85,,,YES,,0.185,0.0481,0.009139,0.00063973,4.47811E-05,1.433E-05,1.433E-07,1.1464E-08,1.012505,0.16468478,0.017061599,0.000277195,6.19054E-05,8.09642E-07,1.52815E-07,204.4996849,33.26204376,3.445999417,0.055986185,0.01250328,0.000163527,3.08646E-05
LEXINGTON,1/1/19,NY005010620,50,62,374,217,NY005183C,FEDERAL,CONVENTIONAL,NEW CONST,,448,448,1901,4.24,,817,817,209,0.471,4,0,4,14,151467,3.48,151467,3.48,35222,3879000,0.2325,235,4780152,2515,548,E 98TH ST,THIRD AVE,E 99TH ST,PARK AVE,MANHATTAN,11,13,30,68,5,3/16/51,1972/06/29-FED TRAN,,,,1.12,0.2912,0.055328,0.00387296,0.000271107,8.67543E-05,8.67543E-07,6.94034E-08,6.12976,0.99701056,0.103291843,0.001678154,0.000374779,4.90162E-06,9.25148E-07,1238.052146,201.3702108,20.86226674,0.338943389,0.075695532,0.000989999,0.000186856
LINCOLN,1/1/19,NY005000200,20,20,513,513,NY005213E,FEDERAL,CONVENTIONAL,NEW CONST,,1280,1286,6099,4.76,,2986,2986,429,0.339,14,0,20,43630,551740,12.67,508561,11.67,106738,10743035,0.1935,236,14324000,2358,517,E 132ND ST,E 135TH ST,FIFTH AVE,PARK AVE,MANHATTAN,11,13,30,70,9,12/29/48,1977/07/01-ATP 1,,,,3.2,0.832,0.15808,0.0110656,0.000774592,0.000247869,2.47869E-06,1.98296E-07,17.5136,2.8486016,0.295119552,0.004794724,0.001070796,1.40046E-05,2.64328E-06,3537.291846,575.3434596,59.6064764,0.968409682,0.216272947,0.00282857,0.000533874
LINDEN,1/1/19,NY005020950,95,95,672,672,NY005377,MIXED FINANCE/LLC2,CONVENTIONAL,NEW CONST,474,1586,1586,7311,4.61,1298,2313,3611,582,0.379,19,2,21,43691,1299426,29.83,1299426,29.83,173020,14333039,0.1306,121,20230969,2767,563,VERMONT ST,STANLEY AVE,SCHENCK AVE,COZINE AVE,BROOKLYN,5,8,19,60,42,7/17/58,,,,,3.965,1.0309,0.195871,0.01371097,0.000959768,0.000307126,3.07126E-06,2.45701E-07,21.700445,3.52959542,0.36567157,0.005940963,0.001326783,1.73526E-05,3.27519E-06,4382.925678,712.8865054,73.85614966,1.199920122,0.267975699,0.003504775,0.000661503
LONG ISLAND BAPTIST HOUSES,1/1/19,NY005012610,276,261,502,375,NY005201,FEDERAL,CONVENTIONAL,REHAB,,229,232,1039.5,4.54,,526,526,63,0.283,4,0,4,6,78700,1.81,78700,1.81,37700,2490500,0.479,291,11627063,11010,540,SUTTER AVE,SHEFFIELD AVE,DUMONT AVE,HINSDALE ST,BROOKLYN,5,8,19,60,42,6/30/81,,,YES,,0.5725,0.14885,0.0282815,0.001979705,0.000138579,4.43454E-05,4.43454E-07,3.54763E-08,3.1332925,0.50963263,0.052798732,0.000857806,0.000191572,2.50551E-06,4.72899E-07,632.8436194,102.9325408,10.66397117,0.173254545,0.038692582,0.000506049,9.55134E-05
LONGFELLOW AVENUE REHAB,1/1/19,NY005015300,362,530,794,748,NY005295,FEDERAL,TURNKEY,REHAB,,75,75,412.5,5.5,,278,278,7,0.095,2,0,2,5,26724,0.61,26724,0.61,16773,1060415,0.6276,456,7044209,17077,666,WESTCHESTER AVE,WHITLOCK AVE,E 165TH ST,BRYANT AVE,BRONX,2,15,32,85,17,10/31/90,,,YES,YES,0.1875,0.04875,0.0092625,0.000648375,4.53863E-05,1.45236E-05,1.45236E-07,1.16189E-08,1.0261875,0.16691025,0.017292161,0.000280941,6.2742E-05,8.20583E-07,1.5488E-07,207.2631941,33.71153083,3.492566976,0.056742755,0.012672243,0.000165737,3.12817E-05
LOW HOUSES,1/1/19,NY005011690,169,169,276,276,NY005082,FEDERAL,CONVENTIONAL,NEW CONST,,534,536,2542,4.76,,1358,1358,156,0.297,4,0,4,17-18,256459,5.89,256459,5.89,45163,4802466,0.1761,231,10312262,4052,507,SACKMAN ST,POWELL ST,CHRISTOPHER ST,PITKIN AVE,BROOKLYN,16,8,"19, 20",55,41,12/31/67,,,,,1.335,0.3471,0.065949,0.00461643,0.00032315,0.000103408,1.03408E-06,8.27264E-08,7.306455,1.18840098,0.123120188,0.002000299,0.000446723,5.84255E-06,1.10274E-06,1475.713942,240.0260995,24.86707687,0.404008414,0.09022637,0.001180044,0.000222725
LOWER EAST SIDE I INFILL,1/1/19,NY005011000,326,100,784,784,NY005259,FEDERAL,TURNKEY,NEW CONST,,189,189,777.5,4.11,,361,361,105,0.568,5,0,15,43564,86078,1.98,86078,1.98,37227,1657278,0.4325,182,14369576,18482,512,DELANCEY ST,RIVINGTON ST,FORSYTHE ST,ELDRIDGE ST,MANHATTAN,3,7,26,65,1,6/1/88,,PARTIALLY,YES,,0.4725,0.12285,0.0233415,0.001633905,0.000114373,3.65995E-05,3.65995E-07,2.92796E-08,2.5859925,0.42061383,0.043576246,0.000707971,0.00015811,2.06787E-06,3.90297E-07,522.3032492,84.9530577,8.80126878,0.142991742,0.031934052,0.000417656,7.88298E-05
LOWER EAST SIDE II,1/1/19,NY005012920,337,337,783,555,NY005262,FEDERAL,TURNKEY,NEW CONST,,188,188,848,4.51,,433,433,74,0.4,4,1,32,3,167568,3.85,167568,3.85,59808,1622292,0.3569,112,14709271,17346,554,E 4TH & 5TH STS,E 6TH ST,AVENUES B & C,AVENUE D,MANHATTAN,3,12,26,74,2,11/1/88,,,YES,,0.47,0.1222,0.023218,0.00162526,0.000113768,3.64058E-05,3.64058E-07,2.91247E-08,2.57231,0.41838836,0.043345684,0.000704225,0.000157273,2.05693E-06,3.88232E-07,519.5397399,84.50357062,8.754701221,0.142235172,0.031765089,0.000415446,7.84127E-05
LOWER EAST SIDE III,1/1/19,NY005013590,364,359,548,840,NY005215,FEDERAL,TURNKEY,NEW CONST,,56,56,280,5,,173,173,15,0.268,2,1,3,4,42733,0.98,42733,0.98,22801,596573,0.5336,177,7324340,26158,705,E 9TH ST,AVENUE D,E 8TH ST,AVENUE C,MANHATTAN,3,12,27,74,2,4/30/97,,,YES,YES,0.14,0.0364,0.006916,0.00048412,3.38884E-05,1.08443E-05,1.08443E-07,8.67543E-09,0.76622,0.12462632,0.01291148,0.000209769,4.68473E-05,6.12702E-07,1.15643E-07,154.7565183,25.17127636,2.607783342,0.042367924,0.009461941,0.00012375,2.3357E-05
LOWER EAST SIDE REHAB (GROUP 5),1/1/19,NY005012920,292,337,555,555,NY005233,FEDERAL,TURNKEY,REHAB,,55,55,229.5,4.17,,119,119,17,0.309,2,0,2,6,17872,0.41,17872,0.41,10275,490400,0.5749,290,4322735,18795,643,AVENUE C,E 6TH ST,E 7TH ST,,MANHATTAN,3,12,27,74,2,12/1/86,,,YES,,0.1375,0.03575,0.0067925,0.000475475,3.32833E-05,1.06506E-05,1.06506E-07,8.52051E-09,0.7525375,0.12240085,0.012680918,0.000206023,4.60108E-05,6.01761E-07,1.13578E-07,151.993009,24.72178928,2.561215783,0.041611354,0.009292978,0.00012154,2.29399E-05
MANHATTANVILLE,1/1/19,NY005020810,81,81,429,429,NY005378,MIXED FINANCE/LLC1,CONVENTIONAL,NEW CONST,204,1272,1272,6004,4.72,576,2405,2981,494,0.395,6,0,6,20,538367,12.36,538367,12.36,83754,11967873,0.1556,241,25774000,4306,550,W 133RD ST,BROADWAY,AMSTERDAM AVE,W 129TH ST,MANHATTAN,9,13,"30, 31",70,7,6/30/61,,,,,3.18,0.8268,0.157092,0.01099644,0.000769751,0.00024632,2.4632E-06,1.97056E-07,17.40414,2.83079784,0.293275055,0.004764757,0.001064104,1.39171E-05,2.62676E-06,3515.183772,571.7475629,59.23393592,0.962357122,0.214921242,0.002810891,0.000530537
MANHATTANVILLE REHAB (GROUP 2),1/1/19,NY005010810,296,81,557,558,NY005235,FEDERAL,CONVENTIONAL,REHAB,,46,46,187,4.07,,87,87,21,0.457,3,0,3,43591,11843,0.27,11843,0.27,8099,434570,0.6839,322,6002000,32096,599,BROADWAY,W 134TH ST,AMSTERDAM AVE,W 135TH ST,MANHATTAN,9,13,31,70,7,11/1/88,,,YES,,0.115,0.0299,0.005681,0.00039767,2.78369E-05,8.90781E-06,8.90781E-08,7.12625E-09,0.629395,0.10237162,0.010605859,0.00017231,3.84817E-05,5.03291E-07,9.49929E-08,127.1214257,20.67640558,2.142107745,0.034802223,0.007772309,0.000101652,1.91861E-05
MANHATTANVILLE REHAB (GROUP 3),1/1/19,NY005010810,297,81,558,558,NY005236,FEDERAL,CONVENTIONAL,REHAB,,51,51,220.5,4.32,,115,115,17,0.333,2,0,2,43591,13988,0.32,13988,0.32,9930,547624,0.7099,359,3652758,16603,453,BROADWAY,W 133RD ST,AMSTERDAM AVE,W 134TH ST,MANHATTAN,9,13,31,70,7,9/30/83,,,YES,,0.1275,0.03315,0.0062985,0.000440895,3.08627E-05,9.87605E-06,9.87605E-08,7.90084E-09,0.6978075,0.11349897,0.01175867,0.00019104,4.26645E-05,5.57997E-07,1.05318E-07,140.938972,22.92384097,2.374945544,0.038585073,0.008617125,0.000112701,2.12715E-05
MARBLE HILL,1/1/19,NY005020490,49,49,638,638,NY005379,MIXED FINANCE/LLC1,CONVENTIONAL,NEW CONST,257,1680,1682,7112,4.23,548,2713,3261,737,0.445,11,1,12,14-15,724809,16.64,652495,14.98,111631,13300359,0.154,196,17882055,2539,517,EXTERIOR ST,W 225TH ST,BROADWAY,W 230TH ST,BRONX,8,13,"31, 33","72, 81","10, 11, 14",3/6/52,,,,,4.2,1.092,0.20748,0.0145236,0.001016652,0.000325329,3.25329E-06,2.60263E-07,22.9866,3.7387896,0.387344412,0.006293076,0.00140542,1.83811E-05,3.4693E-06,4642.695548,755.1382907,78.23350027,1.271037708,0.283858243,0.003712498,0.000700709
MARCY,1/1/19,NY005000210,21,21,514,514,NY005213F,FEDERAL,CONVENTIONAL,NEW CONST,,1716,1717,8268,4.82,,4147,4147,607,0.358,27,1,71,6,1241000,28.49,1101547,25.29,240198,13741160,0.1936,146,19420000,2347,560,FLUSHING AVE,MARCY AVE,NOSTRAND AVE,MYRTLE AVE,BROOKLYN,3,7,18,56,36,1/19/49,1977/07/01-ATP 1,,,,4.29,1.1154,0.211926,0.01483482,0.001038437,0.0003323,3.323E-06,2.6584E-07,23.47917,3.81890652,0.395644649,0.006427928,0.001435536,1.87749E-05,3.54365E-06,4742.181882,771.3198255,79.90993242,1.29827423,0.28994092,0.003792051,0.000715725
MARCY AVENUE-GREENE AVENUE SITE A,1/1/19,NY005013590,363,359,803,840,NY005300,FEDERAL,TURNKEY,NEW CONST,,48,48,231,4.81,,123,123,13,0.277,2,0,7,3,51104,1.17,51104,1.17,16354,434689,0.32,105,5042549,21829,505,GREENE AVE,MARCY AVE,NOSTRAND AVE,LEXINGTON AVE,BROOKLYN,3,8,25,56,36,6/30/97,,,YES,YES,0.12,0.0312,0.005928,0.00041496,2.90472E-05,9.2951E-06,9.2951E-08,7.43608E-09,0.65676,0.10682256,0.011066983,0.000179802,4.01548E-05,5.25173E-07,9.9123E-08,132.6484442,21.57537973,2.235242865,0.036315363,0.008110236,0.000106071,2.00203E-05
MARCY AVENUE-GREENE AVENUE SITE B,1/1/19,NY005013590,358,359,804,840,NY005293,FEDERAL,TURNKEY,NEW CONST,,30,30,145,4.83,,76,76,8,0.267,1,0,5,3,36926,0.85,36926,0.85,10081,267953,0.273,89,3168261,21850,582,GREENE AVE,MARCY AVE,NOSTRAND AVE,LEXINGTON AVE,BROOKLYN,3,8,25,56,36,6/30/97,,,YES,YES,0.075,0.0195,0.003705,0.00025935,1.81545E-05,5.80944E-06,5.80944E-08,4.64755E-09,0.410475,0.0667641,0.006916865,0.000112376,2.50968E-05,3.28233E-07,6.19519E-08,82.90527765,13.48461233,1.397026791,0.022697102,0.005068897,6.62946E-05,1.25127E-05
MARINER'S HARBOR,1/1/19,NY005000770,77,77,228,228,NY005020,FEDERAL,CONVENTIONAL,NEW CONST,,606,607,2853,4.71,,1515,1515,146,0.243,22,0,32,43530,947622,21.75,816256,18.74,124890,5691790,0.1318,70,8072855,2826,488,GRAND VIEW AVE,ROXBURY ST,LOCKMAN AVE,CONTINENTAL PL,STATEN ISLAND,1,11,23,63,49,9/3/54,,,,,1.515,0.3939,0.074841,0.00523887,0.000366721,0.000117351,1.17351E-06,9.38806E-08,8.291595,1.34863482,0.139720663,0.002270002,0.000506955,6.63031E-06,1.25143E-06,1674.686609,272.3891691,28.21994117,0.458481459,0.102391724,0.001339151,0.000252756
MARLBORO,1/1/19,NY005020830,83,83,426,426,NY005380,MIXED FINANCE/LLC1,CONVENTIONAL,NEW CONST,348,1764,1765,8248,4.68,861,3251,4112,671,0.387,28,2,30,43662,1518505,34.86,1471805,33.79,202426,15183887,0.1333,118,22429000,2783,551,STILLWELL AVE,AVENUE V,86TH ST,AVENUE X,BROOKLYN,13,11,23,"45, 47",47,2/27/58,,,,,4.41,1.1466,0.217854,0.01524978,0.001067485,0.000341595,3.41595E-06,2.73276E-07,24.13593,3.92572908,0.406711633,0.00660773,0.001475691,1.93001E-05,3.64277E-06,4874.830326,792.8952052,82.14517528,1.334589593,0.298051156,0.003898123,0.000735745
MARSHALL PLAZA,1/1/19,NY005010030,344,3,754,754,NY005265,FEDERAL,TURNKEY,NEW CONST (ELD),,180,180,630,3.5,,207,207,154,0.89,1,0,1,13,20083,0.46,20083,0.46,10354,1181481,0.5156,450,12233985,19419,307,BROADWAY,W 158TH ST,AMSTERDAM AVE,W 157TH ST,MANHATTAN,12,13,31,71,7,6/30/86,,EXCLUSIVELY,YES,,0.45,0.117,0.02223,0.0015561,0.000108927,3.48566E-05,3.48566E-07,2.78853E-08,2.46285,0.4005846,0.041501187,0.000674258,0.000150581,1.9694E-06,3.71711E-07,497.4316659,80.907674,8.382160743,0.136182612,0.030413383,0.000397768,7.5076E-05
MCKINLEY,1/1/19,NY005000590,103,59,236,236,NY005031,FEDERAL,CONVENTIONAL,NEW CONST,,615,619,2928.5,4.76,,1441,1441,220,0.358,5,1,5,16,289985,6.66,233735,5.37,41286,5580675,0.1424,216,10418410,3535,528,E 161ST ST,E 163RD ST,TINTON AVE,KINGSLAND PL,BRONX,3,15,32,79,16,7/31/62,,,,,1.5375,0.39975,0.0759525,0.005316675,0.000372167,0.000119094,1.19094E-06,9.52748E-08,8.4147375,1.36866405,0.141795722,0.002303715,0.000514484,6.72878E-06,1.27001E-06,1699.558192,276.4345528,28.63904921,0.465290589,0.103912393,0.001359039,0.00025651
MELROSE,1/1/19,NY005010280,28,28,523,523,NY005216B,FEDERAL,CONVENTIONAL,NEW CONST,,1021,1023,4854.5,4.75,,2418,2418,363,0.358,8,1,9,14,541687,12.44,498060,11.43,68826,8736312,0.1271,194,12236000,2515,486,MORRIS AVE,E 153RD ST,COURTLANDT AVE,E 156TH ST,BRONX,1,15,32,"79, 84",17,6/20/52,1978/02/01-ATP 2,,,,2.5525,0.66365,0.1260935,0.008826545,0.000617858,0.000197715,1.97715E-06,1.58172E-07,13.9698325,2.27220487,0.235403955,0.003824542,0.000854127,1.11709E-05,2.10843E-06,2821.542949,458.9263064,47.54547844,0.772458036,0.172511468,0.002256226,0.000425848
MELTZER TOWER,1/1/19,NY005011000,183,100,286,237,NY005085,FEDERAL,CONVENTIONAL,NEW CONST (ELD),,229,231,686.5,3,,247,247,199,0.896,1,0,1,20,50180,1.15,50180,1.15,6910,1316253,0.1377,215,5622697,7487,290,E 1ST ST,FIRST AVE,E 2ND ST,AVENUE A,MANHATTAN,3,12,26,65,2,8/31/71,,EXCLUSIVELY,,,0.5725,0.14885,0.0282815,0.001979705,0.000138579,4.43454E-05,4.43454E-07,3.54763E-08,3.1332925,0.50963263,0.052798732,0.000857806,0.000191572,2.50551E-06,4.72899E-07,632.8436194,102.9325408,10.66397117,0.173254545,0.038692582,0.000506049,9.55134E-05
METRO NORTH PLAZA,1/1/19,NY005010090,181,112,284,284,NY005092,FEDERAL,CONVENTIONAL,NEW CONST,,271,275,1301.5,4.8,,643,643,112,0.416,3,0,3,40732,99827,2.29,99827,2.29,34752,2668090,0.3481,281,6733865,5105,574,E 101ST ST,FIRST AVE,E 102ND ST,SECOND AVE,MANHATTAN,11,13,29,68,8,8/31/71,,,,,0.6775,0.17615,0.0334685,0.002342795,0.000163996,5.24786E-05,5.24786E-07,4.19829E-08,3.7079575,0.60310237,0.062482343,0.001015133,0.000226708,2.96504E-06,5.59632E-07,748.9110081,121.8109981,12.61980867,0.205030487,0.045789038,0.000598861,0.000113031
MIDDLETOWN PLAZA,1/1/19,NY005010340,191,34,302,313,NY005096B,FEDERAL,CONVENTIONAL,NEW CONST (ELD),,177,179,602.5,3.4,,192,192,160,0.914,1,0,1,15,49309,1.13,49309,1.13,10076,1078917,0.2043,170,6090291,9776,313,ROBERTS AVE,JARVIS AVE,MIDDLETOWN RD,HOBART AVE,BRONX,10,14,34,82,13,8/31/73,,EXCLUSIVELY,,,0.4425,0.11505,0.0218595,0.001530165,0.000107112,3.42757E-05,3.42757E-07,2.74206E-08,2.4218025,0.39390819,0.040809501,0.00066302,0.000148071,1.93658E-06,3.65516E-07,489.1411381,79.55921277,8.242458064,0.133912901,0.029906494,0.000391138,7.38247E-05
MILL BROOK,1/1/19,NY005010840,84,84,570,570,NY005244C,FEDERAL,CONVENTIONAL,NEW CONST,,1251,1255,5799.5,4.64,,2814,2814,484,0.392,9,0,9,16,507592,11.65,463332,10.64,76410,10446587,0.1417,242,22176000,3898,479,E 135TH ST,BROOK AVE,E 137TH ST,CYPRESS AVE,BRONX,1,15,29,84,8,5/26/59,1979/08/01-ATP 4,,,,3.1275,0.81315,0.1544985,0.010814895,0.000757043,0.000242254,2.42254E-06,1.93803E-07,17.1168075,2.78406297,0.28843325,0.004686094,0.001046536,1.36873E-05,2.58339E-06,3457.150078,562.3083343,58.25601716,0.94646915,0.211373013,0.002764485,0.000521778
